Name,PoseNum,ZDock Score,ZRank Score,Cluster,ClusterCenter,ClusterSize,Density,E_vdw1,E_elec1,E_vdw2,E_elec2,E_sol,E_RDock,clash
Pose1261,1261,16.640,8.601,33,0,16,16.000,-102.159077,-4.91027084,-105.110424,-4.79922009,7.7,3.380701919,0
Pose1990,1990,16.900,127.858,18,0,21,16.000,580.529982,-6.40855596,-100.463815,-13.1230147,15.2,3.38928677,0
Pose771,771,17.420,-16.319,2001,0,1,4.000,-106.343126,-3.02570813,-105.714997,2.63862832,1.1,3.474765488,0
Pose236,236,19.360,-49.640,4,0,49,17.000,-149.178035,-1.79123241,-137.007494,-19.9011683,21.4,3.48894853,0
Pose1852,1852,18.060,64.798,56,0,10,9.000,-132.94582,-11.899661,-128.091731,-14.7572244,16.8,3.51849804,0
Pose463,463,16.640,-31.730,64,0,9,6.000,-93.5643133,-4.95280216,-107.682595,-7.83004276,10.6,3.552961516,0
Pose1193,1193,17.060,4.934,2,0,61,37.000,-106.507538,-0.215100771,-113.049322,-10.0358032,12.6,3.56777712,0
Pose1570,1570,18.320,30.271,5,0,47,27.000,-81.6047514,0.301466205,-127.707519,-9.69772997,12.3,3.572043027,0
Pose414,414,21.080,-35.360,1,0,70,33.000,-137.090648,-2.13609411,-134.660249,-18.4616056,20.2,3.58455496,0
Pose588,588,18.800,-24.794,2001,0,1,2.000,-92.7108629,-4.9569148,-116.114492,-2.11329078,5.5,3.598038298,0
Pose429,429,16.660,-34.077,9,1,24,24.000,-97.1294374,-1.84989985,-113.790797,-9.76916983,12.4,3.607747153,0
Pose1368,1368,17.900,15.405,96,0,6,8.000,-125.036106,-5.18083795,-127.246939,-25.9850124,27.0,3.61348884,0
Pose620,620,17.760,-23.045,2,0,61,46.000,-120.294688,-3.73742991,-117.908725,-17.0900121,19.0,3.61898911,0
Pose458,458,17.340,-32.134,2,0,61,42.000,-101.934599,-4.89577072,-106.821096,-17.3574064,19.3,3.67833424,0
Pose1429,1429,18.000,20.021,2001,0,1,1.000,-146.478478,-3.93562808,-151.091186,-18.8974673,20.7,3.69227943,0
Pose1951,1951,17.460,96.578,13,0,24,24.000,331.049458,-5.45107003,-141.031632,-12.8724712,15.3,3.71477592,0
Pose1408,1408,17.860,18.633,20,0,19,11.000,15.5661408,-3.70304165,-147.483616,-14.1877482,16.5,3.73102662,0
Pose983,983,18.080,-5.576,27,0,18,16.000,-123.303157,0.982542453,-123.554193,-6.39182882,9.5,3.747354062,0
Pose1070,1070,18.820,-0.912,32,0,16,16.000,-124.051796,-0.871580624,-131.349421,-23.3530366,24.8,3.78226706,0
Pose1632,1632,16.700,35.256,65,0,9,8.000,76.6158312,-8.22026557,-133.329083,-11.2250006,13.9,3.79749946,0
Pose583,583,18.020,-25.121,2001,0,1,2.000,-194.105614,-4.81226662,-181.065905,-25.7803089,27.0,3.79772199,0
Pose1913,1913,17.580,80.816,19,0,20,17.000,-67.0834694,-2.17639474,-104.988351,-11.6201722,14.3,3.84184502,0
Pose219,219,16.600,-50.985,2001,0,1,2.000,-92.9389938,-2.439168402E-02,-103.117097,-8.06224444,11.1,3.843980004,0
Pose765,765,16.580,-16.652,2001,0,1,8.000,-73.700618,-1.72680473,-98.2440903,-2.83917158,6.4,3.844745578,0
Pose1526,1526,21.600,26.940,32,0,16,15.000,-61.3851679,-5.06619714,-144.304388,-25.6163778,26.9,3.84525998,0
Pose642,642,16.800,-21.844,2001,0,1,4.000,-92.6457222,-1.07105794,-108.42251,3.16181673,1.0,3.845635057,0
Pose1113,1113,16.860,1.093,2001,0,1,4.000,-76.7087087,-4.90959746,-91.727699,1.73537353,2.3,3.861836177,0
Pose417,417,17.360,-34.938,2001,0,1,2.000,-118.992564,-4.48811158,-121.004075,-17.0316171,19.2,3.87154461,0
Pose408,408,17.400,-35.904,2001,0,1,2.000,14.5954599,0.295215917,-114.495127,-20.2377606,22.1,3.88601546,0
Pose1584,1584,19.920,31.752,9,0,24,24.000,-105.433457,9.764314112E-02,-151.904055,-15.9014522,18.2,3.88869302,0
Pose1226,1226,16.580,6.317,18,0,21,16.000,128.623199,-5.85719315,-124.25876,-15.0058321,17.4,3.89475111,0
Pose928,928,17.500,-8.320,2001,0,1,3.000,-99.6281552,1.1589138,-118.324937,-20.1081746,22.0,3.90264286,0
Pose1359,1359,16.980,14.896,39,0,14,7.000,-85.369528,-14.2457044,-129.527211,-17.2055189,19.4,3.91503299,0
Pose1396,1396,16.740,17.508,5,0,47,8.000,-112.016624,-1.15482002,-101.435802,-8.85155403,11.9,3.933601373,0
Pose723,723,17.600,-18.308,18,0,21,26.000,-120.710877,-4.7995684,-129.541509,-14.6272203,17.1,3.93550173,0
Pose1377,1377,18.460,16.085,2001,0,1,5.000,-137.15536,-4.92371373,-141.215099,-17.6218436,19.8,3.94034076,0
Pose887,887,17.700,-9.779,94,0,6,3.000,-89.3224078,2.33732205,-94.160054,4.60686523,-0.2,3.946178707,0
Pose212,212,16.740,-51.614,19,1,20,20.000,-136.229976,-2.86314319,-130.921323,-12.3814559,15.1,3.95668969,0
Pose1423,1423,18.300,19.767,37,0,15,16.000,-156.408659,4.90636262,-149.365485,-8.70415821,11.8,3.966257611,0
Pose1945,1945,17.020,94.433,44,0,13,10.000,396.735086,-16.0736301,-136.608185,-16.6934153,19.0,3.97592623,0
Pose1946,1946,17.060,94.918,25,0,18,17.000,297.92039,-2.31812189,-146.474402,-10.470706,13.4,3.9763646,0
Pose1293,1293,16.760,10.172,14,0,23,14.000,-123.927244,-0.411773512,-121.659561,-1.68798498,5.5,3.980813518,0
Pose927,927,19.420,-8.364,5,0,47,24.000,-113.337714,-5.24836165,-123.185183,-22.6818371,24.4,3.98634661,0
Pose1591,1591,16.980,32.083,18,0,21,21.000,-113.745995,-5.7299401,-118.551376,-17.2365202,19.5,3.98713182,0
Pose156,156,17.320,-56.191,64,1,9,8.000,-82.4966828,-2.82681447,-102.692317,-1.22243638,5.1,3.999807258,0
Pose1411,1411,16.780,18.773,1,0,70,51.000,-99.8303971,-7.88030994,-117.94753,-16.974624,19.3,4.0228384,0
Pose1827,1827,17.720,61.509,42,0,13,14.000,1638.71289,0.898134225,-106.509756,-12.7462587,15.5,4.02836717,0
Pose258,258,17.780,-48.083,81,1,7,7.000,-104.991997,-6.09338058,-121.911677,-5.71491832,9.2,4.056573512,0
Pose480,480,17.040,-30.718,2001,0,1,5.000,-124.282366,-4.40087471,-119.134812,-14.3697622,17.0,4.06721402,0
Pose1059,1059,17.560,-1.401,91,0,6,4.000,-87.5085195,-5.11284202,-101.263028,-4.55610905,8.2,4.099501855,0
Pose911,911,17.220,-8.919,6,0,43,28.000,9.32409163,-4.85661367,-120.666237,-16.759575,19.2,4.1163825,0
Pose737,737,16.680,-17.814,2001,0,1,4.000,-98.2069409,-1.07652966,-121.666077,-1.53222768,5.5,4.120995088,0
Pose548,548,17.340,-27.146,2001,0,1,6.000,-83.4189566,-0.412706072,-113.453861,-21.6365225,23.6,4.12712975,0
Pose1039,1039,17.220,-2.575,5,0,47,38.000,-89.9766606,-3.0440641,-99.998503,-13.8563925,16.6,4.12924675,0
Pose1954,1954,17.060,97.510,2001,0,1,10.000,185.313514,0.208828998,-132.813211,-23.4117576,25.2,4.12941816,0
Pose752,752,16.720,-17.032,1,0,70,70.000,-100.420862,1.92952154,-103.632698,-15.8418453,18.4,4.14233923,0
Pose910,910,17.880,-8.992,2001,0,1,3.000,-102.748817,-2.63535821,-104.94962,3.39056242,1.1,4.151506178,0
Pose719,719,16.620,-18.727,2001,0,1,4.000,-130.067402,-0.857304112,-123.449309,-15.4799483,18.1,4.16804653,0
Pose1567,1567,16.660,29.537,3,0,53,31.000,-138.658997,-6.06486019,-132.543643,-21.9123917,23.9,4.17884747,0
Pose730,730,17.520,-18.103,2,0,61,50.000,-93.1205156,-7.55592165,-124.910306,-17.1345597,19.6,4.17889627,0
Pose1286,1286,17.680,9.457,1,0,70,32.000,-18.9666557,-4.13139174,-151.781489,-22.0224636,24.0,4.17978276,0
Pose1095,1095,17.400,0.351,6,0,43,34.000,-83.4856255,-4.96444272,-123.980633,-15.7821114,18.4,4.19609974,0
Pose1558,1558,16.740,29.209,2001,0,1,1.000,-116.243663,-3.05004776,-104.581299,-14.5330097,17.3,4.22029127,0
Pose1938,1938,16.840,91.317,66,0,9,9.000,247.063661,-5.82377428,-111.1268,-3.02918643,7.0,4.273732213,0
Pose857,857,16.860,-11.543,2001,0,1,1.000,-97.3833686,-3.368429,-97.8725938,-4.79151815,8.6,4.287633665,0
Pose578,578,16.580,-25.318,2001,0,1,2.000,-114.369487,5.22412663,-114.79009,-14.7775872,17.6,4.30017152,0
Pose503,503,17.120,-29.761,4,0,49,49.000,-112.539262,2.57847787,-105.46521,-17.3259311,19.9,4.30666201,0
Pose133,133,18.960,-59.182,7,0,26,18.000,-121.951318,0.540263305,-119.657329,-4.08507693,8.0,4.323430763,0
Pose948,948,17.120,-7.624,1,0,70,34.000,-100.083619,-4.58606797,-111.392935,-15.0783457,17.9,4.32948887,0
Pose839,839,17.680,-12.422,24,0,18,14.000,-96.0737865,-4.82934975,-101.264817,-9.07561296,12.5,4.331948336,0
Pose1655,1655,17.300,37.676,4,0,49,25.000,-102.183152,-7.23167617,-113.223187,-23.403631,25.4,4.3367321,0
Pose185,185,17.140,-53.767,68,0,8,11.000,-108.790831,-2.64845784,-105.260121,2.04699784,2.5,4.342298056,0
Pose1769,1769,16.840,53.380,4,0,49,32.000,-119.119825,-1.83038548,-122.134655,-14.4985467,17.4,4.35130797,0
Pose411,411,17.180,-35.622,2001,0,1,2.000,-92.7480422,-0.88072052,-122.550208,-16.274116,19.0,4.3532956,0
Pose158,158,16.860,-56.158,36,0,15,18.000,-119.676641,-0.156876059,-117.489091,-8.26745023,11.8,4.359294793,0
Pose461,461,16.640,-31.946,2,0,61,58.000,-103.987257,-0.567464701,-106.880325,-3.00893337,7.1,4.391959967,0
Pose601,601,16.780,-24.044,2001,0,1,1.000,-118.7684,-7.48232093,-133.476656,-15.3363313,18.2,4.39730183,0
Pose962,962,18.440,-6.884,2,0,61,49.000,-90.8490388,-6.85093815,-99.5191567,-12.332984,15.5,4.4003144,0
Pose66,66,17.460,-68.618,51,1,12,6.000,-120.042959,-1.86259801,-117.589567,-0.324730793,4.8,4.5077422863,0
Pose246,246,21.300,-48.934,3,0,53,27.000,-134.891951,-3.67804387,-129.154657,-20.2023487,22.7,4.51788617,0
Pose226,226,17.520,-50.198,64,0,9,6.000,-88.8814727,2.92294584,-100.908371,-5.64431491,9.6,4.520116581,0
Pose1273,1273,17.280,9.069,49,0,12,8.000,-123.45229,-4.93539571,-124.220582,-10.6407736,14.1,4.52330376,0
Pose1502,1502,16.780,25.140,6,0,43,23.000,-137.30099,-0.12336414,-135.164556,-21.7222712,24.1,4.54995592,0
Pose1931,1931,17.640,88.357,8,0,25,18.000,371.865836,-1.24279723,-95.0647734,-10.3428574,13.9,4.59142834,0
Pose1666,1666,19.160,38.916,54,0,11,10.000,-92.2054958,-5.01299735,-133.644204,-15.0088935,18.1,4.59199585,0
Pose1330,1330,16.840,13.130,2001,0,1,1.000,-154.410305,-3.62186552,-150.500677,-17.1139661,20.0,4.59743051,0
Pose1415,1415,16.960,19.272,1,0,70,38.000,-114.149087,-2.79769749,-133.550951,-17.8884484,20.7,4.60039644,0
Pose921,921,18.080,-8.668,21,0,19,11.000,-125.537931,-2.21859623,-124.653096,5.449388738E-03,4.6,4.6049044498642,0
Pose93,93,16.920,-64.625,57,0,10,14.000,-127.931741,-4.62605019,-134.677577,-12.9922172,16.3,4.60700452,0
Pose193,193,17.100,-52.940,78,0,7,8.000,-99.2914781,-2.91444152,-112.951664,-6.97325134,10.9,4.624073794,0
Pose321,321,16.900,-43.276,2001,0,1,4.000,-82.4239649,-2.27474996,-110.639193,-15.298599,18.4,4.6312609,0
Pose335,335,16.980,-42.193,61,0,9,15.000,-111.23174,-4.99286202,-110.304659,-1.38931983,5.9,4.649612153,0
Pose342,342,17.300,-41.205,2001,0,1,2.000,-98.6458189,-2.54986516,-109.402124,-15.3748308,18.5,4.66265228,0
Pose293,293,16.980,-45.429,2001,0,1,5.000,-113.228885,-3.06592928,-112.196601,-18.8191127,21.6,4.66279857,0
Pose596,596,17.380,-24.204,2,0,61,46.000,-101.914605,-0.181528374,-107.879459,-9.12518059,12.9,4.687337469,0
Pose896,896,17.420,-9.462,63,0,9,9.000,-109.82591,-9.79112531,-108.465612,-10.8969957,14.5,4.69270387,0
Pose929,929,17.480,-8.278,2001,0,1,3.000,130.990647,-2.79224245,-110.110786,-23.2985119,25.7,4.73133929,0
Pose1136,1136,16.820,2.025,84,0,7,7.000,163.65933,1.69382595,-174.718335,-14.1764473,17.5,4.74119743,0
Pose1353,1353,21.500,14.516,2,0,61,36.000,-146.10319,-5.8017224,-137.750368,-19.3947952,22.2,4.74468432,0
Pose866,866,16.720,-10.975,2,0,61,44.000,-112.976959,-2.19087693,-118.568002,-9.05372387,12.9,4.751648517,0
Pose654,654,20.580,-21.429,77,0,7,6.000,-95.3236334,-2.57119395,-150.134832,-14.9378107,18.2,4.75597037,0
Pose211,211,17.080,-51.631,2001,0,1,2.000,-121.342436,-5.73515645,-116.284893,-3.29639784,7.8,4.833241944,0
Pose1211,1211,17.360,5.441,13,0,24,20.000,-138.270498,7.17541608,-135.612498,-5.84021952,10.1,4.843802432,0
Pose76,76,17.780,-67.622,16,1,22,22.000,-106.617821,1.42961039,-117.793487,-7.13657909,11.3,4.877078819,0
Pose533,533,17.760,-27.997,5,0,47,38.000,-112.395396,-0.782613232,-116.77402,-9.33241433,13.3,4.900827103,0
Pose1897,1897,17.740,77.010,9,0,24,21.000,-194.449871,0.86762012,-187.395049,-9.75855711,13.7,4.917298601,0
Pose144,144,17.120,-57.969,2001,0,1,1.000,-116.577026,-0.483457277,-116.894898,-16.16624,19.5,4.950384,0
Pose718,718,18.000,-18.788,22,0,19,18.000,-153.989262,-3.72254451,-143.78761,-23.3804197,26.0,4.95762227,0
Pose1369,1369,16.640,15.441,2001,0,1,3.000,-125.032665,-0.828241119,-131.361705,-8.93561383,13.0,4.957947553,0
Pose280,280,22.560,-46.388,1,0,70,31.000,-156.224876,-0.961999239,-149.210721,-20.8107172,23.7,4.97035452,0
Pose1581,1581,18.420,31.457,30,0,17,13.000,-109.153048,2.15568499,-145.225997,-4.56199774,9.1,4.994202034,0
Pose1568,1568,16.780,29.546,2001,0,1,12.000,-94.4778017,-5.29052405,-106.180441,-12.1067821,15.9,5.00389611,0
Pose1001,1001,19.440,-4.572,2001,0,1,5.000,506.529592,-7.63755987,-137.300818,-10.3563174,14.4,5.07931434,0
Pose1781,1781,18.460,54.862,42,0,13,31.000,-100.109897,-5.40201265,-131.034975,-13.0152799,16.8,5.08624809,0
Pose918,918,17.360,-8.744,2001,0,1,1.000,-37.3405519,-3.999646507E-02,-108.191817,-21.1253074,24.1,5.08722334,0
Pose1477,1477,17.740,22.935,2001,0,1,3.000,-105.546887,-2.64859484,-112.105912,0.362987848,4.8,5.1266890632,0
Pose943,943,17.060,-7.757,17,0,21,20.000,-106.120113,0.981338786,-123.769171,-5.06862279,9.7,5.138239489,0
Pose1614,1614,17.080,33.817,2001,0,1,3.000,174.826786,-6.49711268,-118.382375,-23.1789062,26.0,5.13898442,0
Pose379,379,17.340,-38.380,6,0,43,28.000,-104.886661,-0.271563441,-117.181954,-6.95221651,11.4,5.143005141,0
Pose378,378,16.640,-38.522,82,0,7,7.000,23.7949049,-1.67464412,-117.774436,-6.27456923,10.8,5.152887693,0
Pose396,396,18.240,-36.941,81,0,7,7.000,-88.9197401,-4.09570331,-115.511515,-4.93128779,9.6,5.161840989,0
Pose511,511,17.460,-29.146,2001,0,1,2.000,-19.2647297,4.17106956,-85.0641561,-3.45422552,8.3,5.191197032,0
Pose311,311,17.080,-43.823,71,0,8,7.000,-121.302489,1.34322058,-113.86651,-8.2111288,12.6,5.20998408,0
Pose318,318,17.820,-43.496,78,0,7,8.000,-104.331639,-4.22034677,-104.774513,-8.19778661,12.6,5.221992051,0
Pose1551,1551,18.740,29.007,25,0,18,18.000,-149.650258,-1.14737062,-157.550613,-9.52706662,13.8,5.225640042,0
Pose845,845,17.140,-12.062,18,0,21,8.000,-101.324545,-5.67862928,-102.164745,-12.7317547,16.7,5.24142077,0
Pose696,696,16.640,-19.685,2001,0,1,5.000,-112.432142,-4.45586365,-116.140133,-12.1689398,16.2,5.24795418,0
Pose1676,1676,16.720,40.206,2001,0,1,15.000,-148.265325,-9.779301864E-02,-153.773232,-13.6122608,17.5,5.24896528,0
Pose1880,1880,19.160,71.447,25,0,18,17.000,-189.74147,-2.06327862,-185.145744,-14.3674722,18.2,5.26927502,0
Pose1157,1157,17.460,3.082,3,0,53,38.000,-113.763339,-6.06750229,-126.538594,-21.6868272,24.8,5.28185552,0
Pose1595,1595,16.660,32.421,2001,0,1,1.000,-113.66763,-3.56513449,-116.518528,-8.51652035,13.0,5.335131685,0
Pose685,685,17.840,-20.223,2001,0,1,5.000,-103.0631,-1.98310172,-109.152278,-12.9570265,17.0,5.33867615,0
Pose1155,1155,19.400,3.046,52,0,11,10.000,-144.060825,-5.52472134,-148.382659,-17.0578383,20.7,5.34794553,0
Pose1528,1528,19.000,27.011,4,0,49,22.000,195.661104,-5.14512819,-111.258658,-9.27506701,13.7,5.352439691,0
Pose810,810,16.640,-13.678,8,0,25,19.000,-113.733609,-3.31897707,-121.544226,-11.5892593,15.8,5.36966663,0
Pose1935,1935,17.700,90.064,73,0,8,8.000,-103.133938,-5.89880228,-145.05175,-3.34015405,8.4,5.393861355,0
Pose878,878,17.920,-10.384,42,0,13,31.000,-152.114573,-4.9637005,-145.819881,-14.895384,18.8,5.3941544,0
Pose1042,1042,17.620,-2.508,3,0,53,30.000,-120.54942,-5.05922382,-120.017618,-14.1090101,18.1,5.40189091,0
Pose1292,1292,18.960,9.995,2001,0,1,1.000,-133.822855,-10.1201009,-155.279677,-11.431067,15.7,5.4120397,0
Pose505,505,18.300,-29.715,14,0,23,16.000,-128.195432,-1.14627938,-127.964607,0.256243933,5.2,5.4306195397,0
Pose1307,1307,18.080,11.223,32,0,16,15.000,-74.6276723,-1.36822278,-129.710771,-23.0742858,26.2,5.43314278,0
Pose900,900,17.500,-9.395,2001,0,1,4.000,-72.585524,-5.15020352,-107.782419,-4.9612635,9.9,5.43486285,0
Pose1152,1152,17.180,2.960,19,0,20,11.000,-118.890133,4.94581697,-142.635427,-10.0710162,14.5,5.43608542,0
Pose940,940,16.580,-7.822,2,0,61,46.000,-89.1661665,-3.2796962,-91.6282486,-7.07015751,11.8,5.436858241,0
Pose842,842,18.500,-12.248,18,0,21,14.000,-97.3523333,-2.2650836,-102.351052,-11.0370183,15.4,5.46668353,0
Pose829,829,16.980,-12.845,59,0,10,5.000,-102.421478,0.383586958,-118.938917,-7.57404954,12.3,5.483355414,0
Pose612,612,17.240,-23.506,78,0,7,8.000,-112.19242,-1.52648235,-117.477799,-12.2387451,16.5,5.48512941,0
Pose767,767,18.140,-16.493,2001,0,1,3.000,-111.831205,-2.39449363,-112.800218,-13.54561,17.7,5.508951,0
Pose945,945,17.920,-7.725,2001,0,1,3.000,-84.9591629,-7.72434285,-105.763913,-7.39566735,12.2,5.543899385,0
Pose641,641,19.180,-21.907,2001,0,1,4.000,289.618447,-1.45770253,-103.351354,-15.6171728,19.6,5.54454448,0
Pose563,563,22.140,-26.049,8,0,25,15.000,-141.598071,-0.685607986,-137.321409,-8.04273986,12.8,5.561534126,0
Pose957,957,16.600,-7.022,2001,0,1,2.000,-106.636778,-0.757881954,-106.82335,-22.4868328,25.8,5.56185048,0
Pose1391,1391,17.380,17.038,51,0,12,11.000,-127.841951,6.36734276,-126.016668,-7.563877,12.4,5.5925107,0
Pose315,315,16.860,-43.618,2001,0,1,2.000,-99.1864722,0.947981344,-103.227865,-2.11789299,7.5,5.593896309,0
Pose1287,1287,16.620,9.667,2001,0,1,2.000,-106.776971,-4.99048652,-118.398152,-14.7464496,18.9,5.62819536,0
Pose195,195,16.880,-52.782,72,0,8,6.000,-119.109866,-0.808598535,-116.673069,-16.9623663,20.9,5.63387033,0
Pose916,916,19.920,-8.842,4,0,49,27.000,-129.768681,-2.78654406,-133.264014,-14.731502,18.9,5.6416482,0
Pose1198,1198,17.940,5.054,13,0,24,18.000,-125.7998,6.22557807,-139.8341,-9.72642084,14.4,5.646221244,0
Pose1077,1077,16.740,-0.314,1,0,70,66.000,-109.903015,-1.30784003,-103.464198,-13.8933254,18.2,5.69600714,0
Pose1818,1818,19.200,60.535,66,0,9,8.000,767.903418,-12.9784035,-88.5958556,-5.55624842,10.7,5.699376422,0
Pose1162,1162,19.380,3.635,31,0,17,15.000,-152.864396,-1.77294618,-138.480243,-25.5450397,28.7,5.70946427,0
Pose348,348,21.520,-40.700,19,0,20,12.000,-147.856805,1.4770043,-150.228353,-10.9859684,15.6,5.71262844,0
Pose716,716,17.700,-18.859,1,0,70,65.000,-91.9731037,2.8049754,-122.805738,-16.0589157,20.2,5.74697587,0
Pose868,868,17.660,-10.849,1,0,70,31.000,-128.771343,-6.53256325,-139.588498,-18.2807354,22.2,5.74733814,0
Pose1148,1148,16.860,2.842,7,0,26,7.000,615.504379,-10.5847294,-87.7623233,-9.49402373,14.3,5.755378643,0
Pose804,804,17.020,-14.200,2001,0,1,2.000,-110.626394,-5.30910078,-127.179712,-11.7095883,16.3,5.76137053,0
Pose1208,1208,16.760,5.427,92,0,6,3.000,-75.702405,-3.55516514,-89.1111909,-1.7731329,7.4,5.80418039,0
Pose689,689,18.440,-20.104,5,0,47,40.000,-97.3434225,1.41538234,-120.369891,-7.85702151,12.9,5.828680641,0
Pose1503,1503,20.180,25.163,66,0,9,8.000,-92.6839855,-2.11636013,-113.980828,-1.41229241,7.1,5.828936831,0
Pose1985,1985,16.680,122.819,56,0,10,10.000,-104.311946,-15.3373883,-155.053836,-13.6185657,18.1,5.84329087,0
Pose256,256,18.500,-48.263,5,0,47,38.000,-100.91137,-0.316278564,-113.79126,-5.95060683,11.2,5.844453853,0
Pose1409,1409,16.880,18.734,2001,0,1,2.000,-73.2277842,5.82554059,-85.2371869,-3.03872092,8.6,5.865151172,0
Pose1787,1787,16.720,55.175,2001,0,1,7.000,20.4231936,1.9389434,-117.161705,-6.02707308,11.3,5.875634228,0
Pose1846,1846,16.740,63.539,73,0,8,8.000,-59.6187908,4.14448565,-114.680994,-15.3436678,19.7,5.89069898,0
Pose1041,1041,18.080,-2.563,2001,0,1,13.000,-104.756135,-3.25731605,-121.679159,-11.9480556,16.7,5.94674996,0
Pose1659,1659,17.820,37.915,2001,0,1,3.000,-141.963015,-3.68310164,-138.934011,-20.1621221,24.1,5.95409011,0
Pose384,384,17.140,-37.919,72,0,8,2.000,-100.502426,-0.157032142,-107.880265,-14.3553174,18.9,5.98021434,0
Pose740,740,16.860,-17.534,2001,0,1,3.000,41.2958087,-6.73630003,-112.822027,-9.11620508,14.2,5.995415428,0
Pose659,659,17.560,-21.180,91,0,6,4.000,-100.963323,-4.64300713,-105.607473,-5.09011228,10.6,6.018898948,0
Pose1756,1756,17.800,51.823,11,0,24,23.000,-130.899089,-1.48898975,-132.0185,-19.5312342,23.6,6.02188922,0
Pose1698,1698,17.780,41.545,37,0,15,12.000,-132.57071,3.53512405,-136.618563,-6.85087208,12.2,6.034215128,0
Pose755,755,16.820,-16.931,16,0,22,18.000,-80.6502612,-3.63908695,-111.676871,-18.512597,22.7,6.0386627,0
Pose1773,1773,17.840,53.540,2001,0,1,4.000,-118.377929,-2.00720012,-112.791005,-21.8412617,25.7,6.04286447,0
Pose26,26,16.780,-80.298,5,1,47,24.000,-103.704876,3.03519163,-97.5916837,-7.34901491,12.7,6.085886581,0
Pose445,445,16.700,-32.804,3,0,53,38.000,-10.4311149,-3.47894373,-129.082779,-12.0149493,16.9,6.08654563,0
Pose1885,1885,16.700,73.142,56,0,10,9.000,-124.307703,-12.1625547,-123.015473,-13.0062676,17.8,6.09435916,0
Pose201,201,19.720,-52.459,77,0,7,7.000,-142.927688,-3.64286854,-145.684749,-10.3347912,15.4,6.09868792,0
Pose816,816,17.560,-13.392,13,0,24,20.000,244.3416,8.669708233E-02,-108.152833,-3.08909538,8.9,6.119814158,0
Pose1752,1752,18.560,50.149,2001,0,1,5.000,-159.906204,-7.10175266,-150.975911,-3.51460156,9.3,6.136858596,0
Pose141,141,17.160,-58.054,33,1,16,16.000,-108.800732,-2.47337431,-108.929106,-4.51448154,10.2,6.136966614,0
Pose1143,1143,18.360,2.419,3,0,53,31.000,-123.316243,-4.37487844,-121.420927,-20.2781575,24.4,6.14965825,0
Pose1572,1572,16.700,30.731,2001,0,1,3.000,-89.9613788,-2.52621735,-103.033507,-18.3841968,22.7,6.15422288,0
Pose1106,1106,19.500,0.837,6,0,43,28.000,-111.696779,1.52611035,-117.463343,-5.60100454,11.2,6.159095914,0
Pose1279,1279,17.820,9.208,19,0,20,11.000,480.74114,-2.08102339,-123.140337,-15.4887549,20.1,6.16012059,0
Pose1221,1221,16.600,6.182,2001,0,1,11.000,-75.8063893,-0.70939846,-97.2591336,-3.59590316,9.4,6.163687156,0
Pose850,850,19.900,-11.893,5,0,47,25.000,-148.425534,-3.65837197,-141.355399,-13.760273,18.6,6.2157543,0
Pose775,775,17.120,-16.135,22,0,19,18.000,-65.0526871,-0.964565823,-117.015988,-21.7567402,25.8,6.21893382,0
Pose663,663,17.100,-21.114,80,0,7,7.000,-119.421418,-2.9378426,-116.03323,-10.9505236,16.1,6.24452876,0
Pose1103,1103,18.420,0.695,47,0,12,8.000,-97.5307981,-1.51400609,-128.258128,-20.9264749,25.1,6.26617259,0
Pose1214,1214,17.800,5.637,1,0,70,44.000,-122.549708,-3.90103617,-128.58906,-20.1477528,24.4,6.26702248,0
Pose707,707,21.000,-19.357,2,0,61,32.000,-113.214606,0.370188757,-130.825722,-18.5903153,23.0,6.26871623,0
Pose1072,1072,17.640,-0.543,12,0,24,7.000,-100.445096,-4.56838758,-103.181551,-17.3659573,21.9,6.27063843,0
Pose1986,1986,17.660,126.061,2001,0,1,1.000,-110.738309,-4.11285973,-121.586066,-11.3489643,16.5,6.28593213,0
Pose399,399,17.440,-36.871,5,0,47,42.000,-106.065252,-6.27358983,-104.782757,-5.54768245,11.3,6.307085795,0
Pose306,306,16.820,-44.211,16,0,22,12.000,-111.15397,0.963391338,-110.762808,-4.73577511,10.6,6.337802401,0
Pose1523,1523,20.360,26.927,3,0,53,13.000,-111.08473,-5.48711967,-130.861834,-9.9099537,15.3,6.38104167,0
Pose1004,1004,17.340,-4.256,2001,0,1,7.000,-125.969126,-2.1454469,-121.617539,-12.4507476,17.6,6.39432716,0
Pose1816,1816,18.180,60.432,46,0,12,12.000,-26.2505628,-1.49204902,-139.793441,-16.3224539,21.1,6.40979149,0
Pose245,245,16.740,-48.955,2001,0,1,4.000,-80.0516602,-0.124260859,-91.0983852,-12.6252885,17.8,6.43724035,0
Pose1671,1671,16.820,39.525,58,0,10,10.000,-110.677307,0.730391231,-111.639785,-16.0254195,20.9,6.47712245,0
Pose331,331,16.780,-42.351,2001,0,1,3.000,-108.995505,-0.93762457,-114.278441,-19.5627578,24.1,6.49351798,0
Pose1866,1866,16.580,67.642,100,0,6,2.000,-74.5436714,-8.70179747,-147.644101,-16.7798441,21.6,6.49814031,0
Pose1008,1008,16.900,-4.075,9,0,24,23.000,18.958659,0.83372967,-117.779288,-6.09813551,12.0,6.511678041,0
Pose535,535,17.800,-27.873,2001,0,1,4.000,-134.038947,-2.70352123,-133.311057,-12.2900654,17.6,6.53894114,0
